Name;Nationality;Gender;Age;Passport ID;Entry Location;Date of entry
Moreen Pietasch;China;Female;45;180721388;Elvas Border;06/05/2020
Ruthie Gilstoun;Indonesia;Male;34;571072482;Sa Carneiro Airport;04/07/2020
Cart Magnar;China;Female;30;141101150;Vilar Formoso Border;01/10/2020
Rodie Halbard;China;Female;19;629676033;Elvas Border;14/10/2020
Clint Sexti;Portugal;Male;84;584539902;Valenca Border;04/04/2021
Iolanthe O'Fihillie;Indonesia;Female;26;556320841;Braganca Airport;20/06/2020
Wernher De Coursey;Philippines;Female;69;631414478;Faro Airport;24/10/2020
Betta Stallard;Philippines;Male;39;267291369;Joao Paulo II Airport;19/07/2020
Joanna Forton;China;Male;82;609826103;Castro Marim Border;18/03/2021
Evyn Lowde;Malaysia;Male;27;433003308;Elvas Border;25/10/2020
Hillie Getcliff;Nigeria;Female;59;689870185;Valenca Border;20/01/2021
Lethia Jedrzejkiewicz;Thailand;Male;23;367070576;Faro Airport;11/11/2020
Ruperta Hamal;Uzbekistan;Male;19;898243718;Humberto Delgado Airport;01/02/2020
Allina McManamen;Argentina;Female;81;666860129;Joao Paulo II Airport;05/05/2021
Sapphira Trimmill;Philippines;Male;85;626228911;Sa Carneiro Airport;18/01/2021
Obed Macklin;Canada;Female;73;663982977;Vilar Formoso Border;27/12/2020
Joannes Miguel;Indonesia;Male;81;272359707;Castro Marim Border;22/02/2021
Biron Taw;China;Female;81;129077934;Castro Marim Border;05/09/2020
Kendell Carvil;Indonesia;Female;49;675001368;Sa Carneiro Airport;24/04/2020
Brocky Pantlin;Sweden;Female;67;834049272;Beja Airport;02/05/2020
Camilla Ezzle;Lithuania;Female;79;820266181;Elvas Border;29/04/2020
Keefer Wardlow;Indonesia;Male;76;894006763;Braganca Airport;28/02/2020
Adamo Kovacs;Sweden;Male;74;475712017;Elvas Border;22/11/2020
Randolph Dakhov;Austria;Female;39;468117690;Beja Airport;18/01/2020
Terence Bundy;Poland;Female;42;364938380;Faro Airport;07/11/2020
Olav Bowskill;Russia;Male;84;900081324;Vilar Formoso Border;22/06/2020
Rafaela Streader;Portugal;Male;31;122780383;Joao Paulo II Airport;26/01/2021
Lorrie Jepps;Sweden;Male;53;622781595;Valenca Border;27/02/2020
Karlene Sorsbie;Indonesia;Female;33;404616035;Valenca Border;11/08/2020
Cullie Scrivener;Poland;Male;22;546351172;Sa Carneiro Airport;09/01/2021
Leela Aspell;Indonesia;Female;68;478572766;Elvas Border;18/01/2020
Ema Simmell;Azerbaijan;Male;76;159420118;Humberto Delgado Airport;13/05/2020
Katherine Ell;Brazil;Female;20;858603643;Vilar Formoso Border;08/01/2020
Mahala Mixworthy;China;Female;63;250647788;Elvas Border;12/10/2020
Thor Blakelock;Bosnia and Herzegovina;Female;58;863424317;Braganca Airport;02/07/2020
Jenica Lamberton;Pakistan;Female;75;926725987;Beja Airport;08/03/2020
Jeffie Heimes;Indonesia;Female;53;800482766;Vilar Formoso Border;07/04/2021
Dionisio Skipton;China;Female;64;779871000;Joao Paulo II Airport;06/01/2021
Greg Frickey;China;Male;46;553369263;Beja Airport;08/10/2020
Elfrieda Killbey;Bolivia;Female;83;423723420;Sa Carneiro Airport;07/05/2021
Ash Malcolmson;Indonesia;Female;78;341439342;Joao Paulo II Airport;01/01/2021
Angelo Weiner;China;Male;18;739869768;Vilar Formoso Border;12/02/2021
Vania Shillum;Russia;Female;75;336235976;Braganca Airport;01/08/2020
Meg Huyche;United States;Female;36;929210864;Vilar Formoso Border;14/08/2020
Jacquelyn Pearcy;Philippines;Female;53;126978542;Braganca Airport;26/03/2020
Tedi Ebhardt;Saint Kitts and Nevis;Female;21;853286270;Braganca Airport;24/01/2020
Suzie Quarrie;Ukraine;Male;50;630591806;Elvas Border;21/08/2020
Case Gilkes;Tunisia;Female;37;358443558;Castro Marim Border;13/01/2021
Fifine Farndell;Nigeria;Female;37;259544358;Braganca Airport;28/05/2021
Prudy Beesey;Ukraine;Male;65;447548867;Vilar Formoso Border;11/01/2020
Rachael O'Shevlin;Russia;Female;31;390583383;Beja Airport;11/02/2020
Inglis Brech;Indonesia;Male;76;175290573;Valenca Border;20/05/2020
Maggee Morcombe;Portugal;Male;21;289845374;Sa Carneiro Airport;21/09/2020
Vidovik Spiller;Ukraine;Female;38;501620195;Elvas Border;08/03/2020
Robena Annell;Russia;Female;83;392525789;Vilar Formoso Border;02/06/2020
Matt Aimer;Netherlands;Male;54;384690326;Vilar Formoso Border;28/01/2020
Britni Gearty;China;Female;51;297663531;Cristiano Ronaldo Airport;10/06/2020
Latia Burle;Syria;Male;55;723540184;Cristiano Ronaldo Airport;22/04/2021
Aliza Broadstock;Portugal;Male;26;124206165;Vilar Formoso Border;24/05/2020
Dari Tadlow;China;Male;79;387461698;Beja Airport;25/02/2021
Fianna Osmint;China;Female;81;270210369;Cristiano Ronaldo Airport;20/05/2021
Kalie Peplaw;Malaysia;Male;27;227329485;Elvas Border;19/11/2020
Flem Bengall;Peru;Female;26;772505436;Castro Marim Border;29/04/2021
Hollie Dally;Russia;Female;61;503176423;Vilar Formoso Border;22/01/2021
Lucita Python;China;Male;32;146346709;Valenca Border;19/03/2021
Nealon Monteath;Portugal;Female;21;415776749;Castro Marim Border;11/08/2020
Townsend Neate;China;Female;36;852741084;Vilar Formoso Border;31/05/2020
Rorie D'Oyley;Indonesia;Male;18;793191005;Sa Carneiro Airport;08/04/2020
Evangelia Rosnau;Russia;Male;82;666130061;Sa Carneiro Airport;18/11/2020
Ursuline Bradfield;China;Male;32;877441941;Cristiano Ronaldo Airport;25/09/2020
Moshe Bunten;Indonesia;Male;29;471814199;Beja Airport;21/09/2020
Helenelizabeth Aspey;Costa Rica;Female;38;268559046;Sa Carneiro Airport;15/05/2020
Phillipe Hazlegrove;Russia;Female;39;321057226;Elvas Border;24/02/2020
Barbra Sangster;Poland;Female;25;488868094;Braganca Airport;06/05/2020
Balduin Jeratt;Republic of the Congo;Female;34;889865563;Beja Airport;10/11/2020
Stacie Walliker;Russia;Female;63;105057103;Valenca Border;09/09/2020
Marylou Joe;Indonesia;Female;83;783942175;Humberto Delgado Airport;15/05/2020
Jacintha O'Reilly;China;Male;74;613087939;Joao Paulo II Airport;21/05/2021
Der Prandy;Indonesia;Female;84;993108314;Elvas Border;11/12/2020
Susanne Oliphant;Poland;Male;80;522392544;Valenca Border;28/09/2020
Berny Forson;Zimbabwe;Male;77;594059284;Faro Airport;10/06/2020
Bili Grove;Cuba;Female;52;575341284;Beja Airport;27/06/2020
Fancy Elliston;Indonesia;Female;25;954093738;Faro Airport;05/12/2020
Frederigo Padkin;Russia;Female;18;909333393;Valenca Border;15/03/2021
Freddi MacGillivray;Czech Republic;Female;61;851285851;Braganca Airport;09/03/2020
Vernen Mouncey;Macedonia;Male;44;361239621;Faro Airport;05/05/2021
Blithe Darwen;Philippines;Male;75;231183027;Castro Marim Border;11/06/2020
Umeko Manach;China;Female;47;126754071;Elvas Border;17/02/2021
Rafaelita Crush;China;Female;32;276118308;Castro Marim Border;16/02/2020
Sile Seid;Cyprus;Female;43;188591103;Humberto Delgado Airport;18/01/2021
Laurie Sebrook;Albania;Female;66;216490115;Elvas Border;24/06/2020
Leilah Lamberteschi;Honduras;Male;57;112848260;Beja Airport;28/03/2020
Birgitta Niche;Canada;Male;67;828558243;Valenca Border;28/03/2021
Karina Russam;Thailand;Female;82;785703830;Beja Airport;13/08/2020
Edithe Canada;China;Male;28;888047521;Elvas Border;29/09/2020
Geno Keysall;Philippines;Female;80;498809364;Vilar Formoso Border;22/10/2020
Margie Amor;Brazil;Male;56;643780252;Valenca Border;30/09/2020
Shell Gabbetis;South Africa;Male;81;314338602;Valenca Border;25/09/2020
Netti Tottie;Philippines;Female;28;741394740;Faro Airport;28/12/2020
Henrietta Norrey;Pakistan;Female;50;259451703;Faro Airport;28/01/2021
Cymbre Cuniam;Peru;Female;61;984475262;Joao Paulo II Airport;10/08/2020
Claudius Hannigan;China;Male;78;317440626;Castro Marim Border;19/01/2021
Stinky Stagg;China;Female;50;142896166;Faro Airport;06/07/2020
Nanine Molloy;China;Female;61;289677343;Braganca Airport;26/09/2020
Ephrem Dallaghan;Western Sahara;Male;30;822504754;Cristiano Ronaldo Airport;11/11/2020
Barnabe Hulme;United Kingdom;Male;35;740517809;Joao Paulo II Airport;20/05/2021
Mel Denge;Indonesia;Male;76;755377676;Braganca Airport;10/10/2020
Elsbeth Racher;Vietnam;Male;58;896050544;Elvas Border;25/01/2020
Hadrian Cluley;Poland;Female;24;622926270;Vilar Formoso Border;26/11/2020
Colan Hacket;France;Male;67;305749896;Faro Airport;02/08/2020
Ginnifer Barron;Portugal;Male;85;765639063;Valenca Border;08/04/2021
Kienan Ellerker;Senegal;Female;71;337719993;Braganca Airport;12/09/2020
Clementina Sinfield;China;Male;38;985238775;Cristiano Ronaldo Airport;27/03/2021
Sophey Schimann;United States;Male;77;744609750;Castro Marim Border;18/02/2021
Mavra Darrington;Senegal;Female;47;456388542;Elvas Border;02/10/2020
Clement Mirfield;Indonesia;Male;46;909589044;Humberto Delgado Airport;23/03/2021
Howie Assandri;Kazakhstan;Male;75;449550832;Sa Carneiro Airport;14/11/2020
Milli Skittle;France;Female;61;216547676;Vilar Formoso Border;08/10/2020
Rora Pendergast;Greece;Female;25;430539258;Sa Carneiro Airport;01/03/2020
Sig Ingles;Bangladesh;Male;33;897318686;Castro Marim Border;15/06/2020
Berti Pevie;Brazil;Male;40;494444378;Elvas Border;29/02/2020
Bill De Giorgis;China;Female;51;660834425;Valenca Border;02/04/2021
Gavra Ashbridge;Russia;Male;36;578488067;Castro Marim Border;24/05/2021
Ricoriki Losselyong;Mexico;Male;51;531638084;Vilar Formoso Border;13/07/2020
Kile Pledger;Indonesia;Male;34;259764519;Elvas Border;16/12/2020
Olympie Firmin;China;Female;83;874927486;Elvas Border;10/07/2020
Patricia Curl;United Kingdom;Male;71;575815632;Castro Marim Border;06/03/2021
Otto Esmonde;Russia;Female;63;758051003;Vilar Formoso Border;19/02/2021
Domingo Paike;Russia;Male;23;740430831;Sa Carneiro Airport;09/02/2021
Isidora Larraway;China;Female;45;426640285;Sa Carneiro Airport;23/10/2020
Geralda Mollnar;Central African Republic;Male;76;910293004;Elvas Border;07/02/2020
Elaine Lathbury;Sweden;Female;66;823621188;Vilar Formoso Border;28/01/2021
Kathi Nettles;Pakistan;Female;49;964136310;Braganca Airport;14/05/2021
Alexina Hue;Colombia;Female;53;569351447;Braganca Airport;11/03/2020
Gabie Pettigrew;Malta;Female;32;136353087;Faro Airport;23/03/2020
Coriss Viall;El Salvador;Male;21;753497326;Braganca Airport;01/10/2020
Natty Joskowicz;Russia;Male;71;561936718;Cristiano Ronaldo Airport;19/11/2020
Myron Sweeny;Philippines;Female;21;925446374;Joao Paulo II Airport;04/02/2020
Ibrahim Tweedle;Armenia;Male;28;541978841;Elvas Border;09/03/2020
Lorrie Hillock;Russia;Female;46;602509490;Faro Airport;01/04/2021
Marshall Wiltsher;Guatemala;Male;31;504808405;Braganca Airport;03/07/2020
Nissa Iacovo;Indonesia;Male;54;559030666;Beja Airport;10/01/2021
Rafaello Bauer;Norway;Female;44;699182241;Vilar Formoso Border;20/02/2021
Carlynn Dark;Czech Republic;Female;26;592974297;Beja Airport;27/07/2020
Jermain Wilstead;Venezuela;Female;25;716081907;Sa Carneiro Airport;18/08/2020
Livy Egalton;Russia;Female;33;240247787;Elvas Border;11/04/2021
Cammy Dickens;Brazil;Male;77;199530365;Cristiano Ronaldo Airport;30/11/2020
Rosalinde Estick;United States;Female;57;620247494;Joao Paulo II Airport;31/05/2020
Claudetta Allbrook;China;Male;76;552493067;Elvas Border;27/11/2020
Ebonee Bennell;Philippines;Female;61;110922477;Elvas Border;14/04/2020
Mabelle Argont;Liberia;Male;30;936619370;Braganca Airport;13/08/2020
Aurilia Gethen;Colombia;Female;30;647111242;Castro Marim Border;12/06/2020
Rolfe Pancoast;China;Female;52;974396794;Faro Airport;22/02/2021
Amalea Montfort;France;Female;81;340210403;Sa Carneiro Airport;11/02/2021
Hortensia Dunster;Philippines;Male;44;954507601;Joao Paulo II Airport;11/12/2020
Mikol Mobius;China;Female;80;307965557;Beja Airport;28/11/2020
Orrin Stroton;Japan;Male;52;452216167;Braganca Airport;19/05/2021
Danita Wale;Philippines;Female;26;487755717;Joao Paulo II Airport;27/06/2020
Phillie Wilmut;Brazil;Male;59;650813953;Castro Marim Border;28/05/2021
Teodorico Badder;France;Female;62;535810604;Cristiano Ronaldo Airport;11/10/2020
Reynolds Thoms;Zimbabwe;Male;25;414608448;Sa Carneiro Airport;30/06/2020
Selestina Yter;North Korea;Female;62;608148349;Humberto Delgado Airport;26/11/2020
Barron MacDuffie;Indonesia;Female;55;733767868;Sa Carneiro Airport;12/02/2021
Brunhilda Millett;China;Female;28;908297092;Joao Paulo II Airport;08/08/2020
Harwell Jouannin;Greece;Male;35;447516727;Beja Airport;24/05/2021
Merrill Grzegorzewicz;Uzbekistan;Male;62;158076718;Castro Marim Border;08/09/2020
Carmon Longthorn;China;Female;47;448949883;Castro Marim Border;22/08/2020
Webb Balhatchet;Somalia;Male;79;960360477;Sa Carneiro Airport;18/02/2020
Lorianne Every;Ukraine;Male;23;904074634;Valenca Border;09/02/2021
Merrile Sackur;Swaziland;Female;33;255641038;Castro Marim Border;03/03/2021
Pennie Flemyng;Peru;Female;19;578956708;Cristiano Ronaldo Airport;09/05/2020
Con Bouzek;China;Female;56;289599388;Cristiano Ronaldo Airport;23/09/2020
Drusie Read;Pakistan;Male;59;169209329;Vilar Formoso Border;23/07/2020
Johnathan Gatland;Russia;Female;31;113245021;Valenca Border;18/10/2020
Normie Laxe;Japan;Male;51;723625329;Beja Airport;14/04/2020
Beulah Bumpus;France;Female;78;882508839;Sa Carneiro Airport;30/01/2021
Sebastien Lob;Bolivia;Female;53;598566265;Joao Paulo II Airport;07/12/2020
Morey Alps;Malawi;Male;52;305540347;Sa Carneiro Airport;03/09/2020
Skyler Denisyuk;Morocco;Female;82;150849405;Valenca Border;07/01/2021
Pavel Giraudel;Taiwan;Female;65;282601107;Braganca Airport;19/04/2020
Courtney Borgars;Greece;Male;18;806113415;Humberto Delgado Airport;03/06/2020
Cate M'Quharg;Peru;Male;49;604238300;Castro Marim Border;23/12/2020
Star Liger;Israel;Female;40;162574855;Elvas Border;17/07/2020
Karine McCamish;Philippines;Male;46;361723930;Humberto Delgado Airport;24/03/2021
Karoly O'Kenny;Jamaica;Female;39;364673772;Humberto Delgado Airport;05/10/2020
Eleni Barok;Vietnam;Female;47;650822444;Beja Airport;28/02/2020
Dredi Lammas;China;Female;46;864225953;Joao Paulo II Airport;09/10/2020
Larina Ryle;Portugal;Female;69;886953773;Humberto Delgado Airport;19/04/2021
Pen Chasmer;China;Male;80;488981897;Valenca Border;09/02/2020
Wenona Borzone;Brazil;Male;24;517409892;Beja Airport;19/01/2020
Ken Tonna;Czech Republic;Male;61;609917592;Joao Paulo II Airport;22/04/2021
Tobe Esseby;Russia;Male;76;912631325;Braganca Airport;10/01/2021
Kenon Manuello;Mexico;Male;70;262634358;Beja Airport;22/12/2020
Chen Fowells;Ecuador;Female;38;626000393;Castro Marim Border;25/04/2020
Chrysa Mayze;Portugal;Male;68;409131408;Vilar Formoso Border;21/04/2021
Ricki Karpushkin;United States;Male;35;784743452;Elvas Border;24/01/2021
Orion Curley;China;Male;64;488201476;Vilar Formoso Border;22/06/2020
Edita Spelling;Guatemala;Male;20;480522609;Faro Airport;20/11/2020
Heywood Beharrell;Kenya;Female;83;211120679;Vilar Formoso Border;18/06/2020
Sigismondo Jewett;Afghanistan;Female;41;687353564;Braganca Airport;08/06/2020
Mano Haseley;Brazil;Female;79;659972393;Cristiano Ronaldo Airport;23/10/2020
Marlow Marshman;Indonesia;Male;38;413723582;Sa Carneiro Airport;09/11/2020
Elsi Raybould;Iraq;Male;67;850135453;Cristiano Ronaldo Airport;07/09/2020
Delila Rowswell;Brazil;Male;64;190754160;Braganca Airport;21/06/2020
Constantino Keymar;France;Female;51;617462835;Braganca Airport;31/01/2020
Brendis McAster;United States;Female;80;565167490;Joao Paulo II Airport;17/06/2020
Brina Acors;Paraguay;Female;29;896030755;Sa Carneiro Airport;23/04/2021
Buffy Rosthorn;China;Female;32;376719394;Sa Carneiro Airport;04/06/2020
Stevie Brundrett;Indonesia;Female;38;595160771;Joao Paulo II Airport;14/03/2020
Britni Scarsbrooke;Russia;Male;39;464086389;Sa Carneiro Airport;02/07/2020
Meredeth Cradick;Netherlands;Female;49;931213122;Faro Airport;14/03/2021
Felice Embury;Greece;Female;73;708516365;Sa Carneiro Airport;17/05/2021
Ranique Rowswell;Slovenia;Male;64;524821722;Beja Airport;05/03/2020
Mark Southerill;Indonesia;Male;32;158152004;Elvas Border;16/04/2021
Babs Scoates;Malaysia;Female;53;176680340;Valenca Border;11/02/2020
Merola Baldung;Russia;Male;70;536500456;Faro Airport;22/05/2020
Lazar Letford;Indonesia;Male;24;332862913;Faro Airport;11/08/2020
Bailey Harms;Philippines;Female;83;533390448;Valenca Border;04/12/2020
Wanda Abrahamowitcz;Russia;Female;40;275319234;Castro Marim Border;22/03/2021
Sheilah Walbrook;Mexico;Male;53;996135286;Castro Marim Border;02/09/2020
Erroll Chapell;Haiti;Female;21;173541687;Elvas Border;13/10/2020
Fabian Alessandrelli;Indonesia;Female;50;962690777;Braganca Airport;20/05/2021
Jory Alessandrelli;Finland;Female;45;607453661;Joao Paulo II Airport;20/01/2020
Waverly Luigi;Portugal;Female;28;230540730;Beja Airport;25/02/2020
Nixie Jeannaud;United States;Male;22;185282023;Vilar Formoso Border;10/09/2020
Raye Alessandone;Venezuela;Male;47;537128658;Elvas Border;15/06/2020
Steffen Munton;Tanzania;Female;54;843451898;Cristiano Ronaldo Airport;04/01/2020
Garv Tregent;Mexico;Male;53;999702944;Faro Airport;02/08/2020
Nananne Lehrer;Indonesia;Female;30;881157162;Sa Carneiro Airport;20/05/2021
Hedy Wasiel;Bulgaria;Male;37;561861175;Elvas Border;27/05/2021
Myrwyn Koomar;Portugal;Female;65;330609963;Valenca Border;21/07/2020
Mady Potten;Sierra Leone;Male;40;962667889;Elvas Border;03/08/2020
Tisha Worledge;China;Male;62;665983770;Beja Airport;23/12/2020
Heywood Glamart;Brazil;Male;31;752080264;Braganca Airport;25/08/2020
Gusta Clemmett;China;Male;20;517200284;Cristiano Ronaldo Airport;19/05/2021
Florina Tivnan;United Kingdom;Male;78;191608521;Beja Airport;11/06/2020
Christy Franzettoini;Indonesia;Male;66;857784365;Faro Airport;04/05/2020
Aube Burden;China;Male;27;895998519;Joao Paulo II Airport;20/10/2020
Fairfax Etuck;Kenya;Female;20;308418348;Castro Marim Border;19/02/2020
Alma Newart;Greece;Female;23;883514191;Valenca Border;10/03/2020
Beatrice Jermy;Moldova;Female;71;905507799;Beja Airport;24/01/2020
Britteny Shergill;Poland;Male;19;130588021;Beja Airport;05/02/2020
Herculie Leidecker;China;Female;55;881894155;Cristiano Ronaldo Airport;12/09/2020
Pate Lanfere;Portugal;Female;45;310700931;Braganca Airport;17/11/2020
Deane Sharland;China;Female;82;706179154;Beja Airport;05/09/2020
Leann Clover;Poland;Female;57;432145071;Joao Paulo II Airport;10/05/2020
Halette Ruse;Mexico;Female;76;680280122;Faro Airport;01/01/2020
Leonardo Magenny;Italy;Female;42;788512270;Beja Airport;05/12/2020
Ray Milward;Uruguay;Female;25;919653800;Vilar Formoso Border;02/11/2020
Gayle Milmoe;China;Male;32;195420481;Joao Paulo II Airport;02/07/2020
Rivi Bolstridge;China;Female;59;792513944;Castro Marim Border;21/11/2020
Julieta MacDougal;Indonesia;Female;53;368349827;Castro Marim Border;30/06/2020
Tarra Willgoose;China;Female;74;889382085;Castro Marim Border;02/12/2020
Wain Feathers;Portugal;Female;36;482256651;Faro Airport;27/09/2020
Kyle Armistead;China;Female;30;839988419;Sa Carneiro Airport;08/04/2020
Donna Onion;Italy;Male;77;110436743;Castro Marim Border;06/03/2020
Korey Ribbens;China;Male;53;206715294;Valenca Border;14/04/2020
Natasha Emmens;Czech Republic;Male;83;828619595;Vilar Formoso Border;30/03/2020
Goddard Philipps;Iran;Female;77;351801797;Humberto Delgado Airport;06/03/2021
Tabor Jermin;Belarus;Male;27;805660047;Braganca Airport;08/01/2021
Daryle Baitman;Tanzania;Male;28;533318241;Valenca Border;03/10/2020
Nataniel Tilby;Malaysia;Male;63;639525124;Beja Airport;30/12/2020
Ivory Davisson;Philippines;Male;42;845601416;Sa Carneiro Airport;09/05/2021
Kori Mardy;France;Female;85;877714759;Castro Marim Border;28/05/2021
Lemuel Wragg;Sweden;Female;68;847190665;Beja Airport;19/01/2021
Brodie Kennealy;China;Male;40;490145567;Faro Airport;20/04/2020
Homere Munro;Vietnam;Male;75;231326964;Beja Airport;21/10/2020
Norry Stummeyer;Indonesia;Female;44;703751402;Valenca Border;08/06/2020
Thibaut Clarage;South Korea;Male;38;613003256;Valenca Border;11/12/2020
Mathian Catley;Philippines;Male;56;604841159;Joao Paulo II Airport;19/12/2020
Neysa Southgate;Italy;Male;62;745236285;Elvas Border;22/02/2021
Deny Bolzmann;Peru;Male;65;453154441;Faro Airport;05/10/2020
Murial Goundry;Portugal;Male;75;564499048;Sa Carneiro Airport;09/01/2020
Aurore Haddacks;Finland;Male;79;128524135;Joao Paulo II Airport;05/08/2020
Gale Alday;Ghana;Female;51;407005390;Cristiano Ronaldo Airport;24/04/2020
Riannon Ells;Sweden;Male;39;750608332;Valenca Border;08/01/2020
Valle Thorneloe;Denmark;Female;60;657131312;Joao Paulo II Airport;06/03/2021
Meade Brenton;China;Female;65;791413796;Elvas Border;10/04/2020
Yolande Demageard;Tajikistan;Female;41;330912667;Humberto Delgado Airport;06/09/2020
Chiquita McDermott;China;Female;54;927188363;Faro Airport;06/10/2020
Elsi Lenden;Armenia;Male;47;618534573;Joao Paulo II Airport;30/05/2020
Nicolai Lukianovich;Maldives;Male;85;735352443;Humberto Delgado Airport;15/04/2020
Konstance Lansley;Russia;Male;69;614924333;Humberto Delgado Airport;14/04/2021
Kerri Dickon;Spain;Female;30;407969275;Castro Marim Border;15/10/2020
Netti Ruseworth;Denmark;Male;64;906207182;Cristiano Ronaldo Airport;16/03/2021
Dael Le Grys;Poland;Male;43;890473818;Cristiano Ronaldo Airport;15/08/2020
Karia Davet;China;Female;82;383564149;Sa Carneiro Airport;09/01/2020
Nalani McGreal;China;Female;20;356760238;Faro Airport;30/04/2020
Cesya Sans;Afghanistan;Male;78;400172852;Sa Carneiro Airport;24/07/2020
Drucy Gillebert;Chad;Male;21;262644682;Castro Marim Border;29/10/2020
Federico Esel;Tanzania;Male;59;781931327;Cristiano Ronaldo Airport;17/04/2021
Adi Clouston;Mali;Male;59;452002495;Beja Airport;22/09/2020
Geordie Colloff;Japan;Male;65;567767193;Humberto Delgado Airport;18/07/2020
Verile Codling;Indonesia;Female;44;922077118;Joao Paulo II Airport;06/05/2021
Donaugh Oleksiak;China;Male;47;626231825;Beja Airport;16/05/2021
Ritchie Bulfield;China;Male;29;886089404;Vilar Formoso Border;01/03/2020
Adan Kimmins;China;Male;32;220462573;Sa Carneiro Airport;18/07/2020
Cordi Faint;Tunisia;Female;77;781803557;Castro Marim Border;16/03/2021
Marnie Towey;China;Female;51;654888497;Humberto Delgado Airport;28/05/2021
Kerri Moreinis;China;Female;45;544449708;Joao Paulo II Airport;31/10/2020
Christabella Weakley;Indonesia;Male;51;484944076;Faro Airport;11/07/2020
Red Goakes;China;Female;66;538807190;Sa Carneiro Airport;05/05/2021
Emmaline Lawes;Croatia;Female;58;771597991;Faro Airport;22/02/2020
Oona D'Oyley;Indonesia;Male;47;701589944;Faro Airport;18/01/2020
Micheal Ollet;Canada;Female;18;431070517;Humberto Delgado Airport;25/05/2021
Cleveland Harower;Germany;Male;39;351044632;Braganca Airport;29/12/2020
Minnaminnie De Zamudio;Peru;Female;50;290959712;Faro Airport;14/12/2020
Wait Ghost;Poland;Female;68;988033836;Valenca Border;04/04/2021
Gianina Mertsching;Portugal;Female;75;554032701;Faro Airport;23/03/2020
Jo Crowcum;Russia;Male;51;144115389;Faro Airport;25/01/2020
Noreen Glazyer;Argentina;Male;22;969721666;Vilar Formoso Border;09/03/2020
Anselm Blasoni;China;Male;35;147859985;Beja Airport;21/07/2020
Enrico Dunbobin;Peru;Female;51;962229545;Sa Carneiro Airport;23/11/2020
Giacinta Lipprose;China;Female;19;379611181;Joao Paulo II Airport;02/03/2020
Tracie Penny;Russia;Male;32;179165316;Vilar Formoso Border;16/04/2020
Jim Mearns;China;Female;25;333449084;Faro Airport;28/11/2020
Rhianon Liccardi;Honduras;Female;19;847285789;Vilar Formoso Border;08/05/2021
Max Dillinton;Brazil;Male;53;387776851;Vilar Formoso Border;02/08/2020
Tomlin Raymont;United States;Female;68;790776974;Vilar Formoso Border;27/12/2020
Artur Leeburne;Argentina;Male;63;237098312;Sa Carneiro Airport;26/06/2020
Kaela Roads;Indonesia;Female;28;345782659;Beja Airport;23/05/2020
Papageno Lawton;Guatemala;Female;53;286872406;Humberto Delgado Airport;27/03/2021
Mavra Renard;Sweden;Male;54;372124213;Cristiano Ronaldo Airport;26/01/2020
Ebeneser Jeste;Mongolia;Male;66;647275877;Castro Marim Border;24/08/2020
Sibel Shrawley;Greece;Female;68;375941860;Joao Paulo II Airport;14/08/2020
Jordan Nijssen;Bangladesh;Female;19;374488559;Sa Carneiro Airport;27/10/2020
Lawton Old;China;Male;41;199661482;Faro Airport;27/03/2021
Sheila Lots;Philippines;Male;23;632420344;Beja Airport;13/11/2020
Wally Yelland;Portugal;Female;85;148229166;Sa Carneiro Airport;16/07/2020
Caprice Rumgay;Brazil;Female;36;271655589;Sa Carneiro Airport;26/08/2020
Brenn Bissett;Indonesia;Female;53;745685378;Vilar Formoso Border;03/01/2021
Violette Carrel;Russia;Female;28;857428974;Joao Paulo II Airport;14/12/2020
Timothee Proschek;Philippines;Male;33;481947932;Valenca Border;06/02/2020
Konstantine Scurrer;Russia;Female;36;804351185;Faro Airport;06/03/2020
Hedy Reina;Brazil;Male;27;281549356;Castro Marim Border;19/04/2020
Rosalynd Duncan;Philippines;Female;68;947043016;Sa Carneiro Airport;18/01/2020
Olva Benda;Indonesia;Female;83;168174285;Castro Marim Border;08/01/2020
Dave Grahl;Brazil;Male;72;731787449;Cristiano Ronaldo Airport;13/03/2021
Wilek Glawsop;Spain;Male;80;407674747;Elvas Border;23/11/2020
Bordy Brierley;China;Female;19;130482254;Braganca Airport;13/08/2020
Gerrie Pillman;Afghanistan;Male;55;463165745;Elvas Border;21/06/2020
Jayme Girauld;China;Male;71;115012999;Valenca Border;12/02/2021
Ofilia Sperry;Brazil;Female;67;631655561;Castro Marim Border;12/04/2021
Abagail Brotheridge;Ukraine;Female;18;436239745;Faro Airport;12/06/2020
Sawyer Vineall;Poland;Male;50;729024898;Elvas Border;12/04/2021
Lorenzo Teasell;Peru;Male;25;527426264;Valenca Border;09/09/2020
Gwendolyn Balderson;Sweden;Male;49;579890266;Sa Carneiro Airport;15/01/2021
Binny Joreau;Indonesia;Male;27;145860877;Valenca Border;25/04/2020
Gladys Di Biagio;United States;Female;53;555325881;Elvas Border;29/02/2020
Charlotte Berlin;Ireland;Male;81;144334448;Humberto Delgado Airport;20/01/2021
Philipa Roseborough;Russia;Female;65;933770486;Humberto Delgado Airport;17/01/2020
Bondy Barnsdall;Thailand;Male;65;161388672;Vilar Formoso Border;21/01/2021
Dukie Arghent;Philippines;Male;78;883704804;Vilar Formoso Border;05/03/2020
Fonzie Pley;Mali;Female;32;898357385;Braganca Airport;17/04/2021
