Name;Nationality;Gender;Age;Passport ID;Entry Location;Date of entry
Kendrick Leele;Brazil;Male;60;425437305;Vilar Formoso Border;10/08/2020
Myrtle Kleinhaut;Portugal;Female;22;508735199;Joao Paulo II Airport;14/01/2021
Cissy Chatt;Russia;Male;79;594001441;Braganca Airport;13/10/2020
Duffie Avery;Russia;Male;72;779519213;Castro Marim Border;30/05/2020
Corey Schettini;Brazil;Male;71;551241309;Braganca Airport;23/04/2021
Shell Wellstood;Burkina Faso;Male;18;627390085;Braganca Airport;09/11/2020
Orlando Paz;China;Female;41;372177301;Beja Airport;13/11/2020
Chet Greenhalgh;Poland;Male;48;233976342;Braganca Airport;28/06/2020
Hervey Dresse;China;Female;72;299786196;Elvas Border;14/05/2020
Riki Spinozzi;China;Male;73;242072647;Sa Carneiro Airport;02/05/2021
Dorrie Bispham;Indonesia;Female;62;272163947;Sa Carneiro Airport;17/06/2020
Ash Fipp;China;Female;52;202404070;Castro Marim Border;13/03/2020
Griffin Mapledorum;Philippines;Female;60;726144065;Cristiano Ronaldo Airport;15/03/2020
Cassie Bantick;Philippines;Male;58;626432320;Vilar Formoso Border;12/11/2020
Sharla Inchboard;Ukraine;Female;67;121548955;Joao Paulo II Airport;11/01/2020
Tabina Talton;China;Female;69;344589819;Beja Airport;27/12/2020
Olivier Kildale;Peru;Male;55;289076367;Braganca Airport;17/09/2020
Allie Bernardino;Poland;Male;75;203487410;Humberto Delgado Airport;20/02/2020
Rowland Dunston;China;Male;27;465963807;Cristiano Ronaldo Airport;26/03/2021
Hope Malamore;Nigeria;Male;48;498072848;Castro Marim Border;24/10/2020
Kata Heineking;Argentina;Female;60;972780473;Vilar Formoso Border;18/10/2020
Gare Gallardo;Serbia;Male;72;917037622;Valenca Border;25/07/2020
Fidelity Stronghill;Azerbaijan;Female;59;187951720;Valenca Border;11/05/2020
Jillene Lydden;Greece;Male;28;465863901;Sa Carneiro Airport;22/11/2020
Marni Balfour;Tajikistan;Male;48;789451879;Joao Paulo II Airport;29/09/2020
Hurleigh Adolphine;Afghanistan;Female;53;107026992;Joao Paulo II Airport;09/04/2021
Porty Tinghill;Poland;Male;70;852468301;Braganca Airport;05/06/2020
Maybelle Soda;Yemen;Male;18;126865297;Cristiano Ronaldo Airport;03/01/2021
Fallon Abisetti;Philippines;Female;24;105116921;Humberto Delgado Airport;08/06/2020
Marve Gillise;Indonesia;Male;67;722009555;Joao Paulo II Airport;05/02/2021
Julio Wehden;Finland;Female;60;670283518;Humberto Delgado Airport;19/02/2021
Harvey Ortes;Russia;Female;78;728831184;Humberto Delgado Airport;16/08/2020
Arluene Lacaze;Bosnia and Herzegovina;Female;76;200234401;Joao Paulo II Airport;26/01/2020
Maude de Guerre;Brazil;Female;75;360475073;Sa Carneiro Airport;04/03/2021
Osborne Trattles;China;Female;77;441712711;Vilar Formoso Border;10/01/2020
Rozalie Sibray;Norway;Male;43;745351465;Vilar Formoso Border;03/12/2020
Garrick Henri;Croatia;Male;54;406345148;Cristiano Ronaldo Airport;02/05/2020
Carmela Degnen;Croatia;Male;45;750543396;Elvas Border;24/01/2021
Heda Ilyin;Madagascar;Female;26;436710218;Braganca Airport;17/02/2020
Deedee Rouch;Vanuatu;Female;29;464056941;Sa Carneiro Airport;28/04/2020
Mohandis Rafferty;Azerbaijan;Male;34;797630121;Faro Airport;14/06/2020
Rollin Labbati;France;Male;27;898418780;Beja Airport;01/04/2020
Ignacius Errey;Madagascar;Male;46;381319951;Vilar Formoso Border;02/06/2020
Gabbie Eyam;China;Male;62;640026876;Vilar Formoso Border;22/09/2020
Hewitt Burgen;Poland;Female;50;304429888;Castro Marim Border;17/10/2020
Dallas Witton;Russia;Female;59;431406240;Valenca Border;26/04/2021
Judie Camblin;Sweden;Female;64;359495850;Braganca Airport;23/04/2020
Flori Soldi;Portugal;Female;44;316925119;Joao Paulo II Airport;13/05/2020
Kerrill Warrior;Myanmar;Male;61;923037663;Humberto Delgado Airport;17/04/2021
Garwood Pickton;Czech Republic;Female;35;613658629;Cristiano Ronaldo Airport;09/12/2020
Loni Godball;China;Male;26;138825132;Elvas Border;29/03/2020
Lindsey Peye;China;Female;48;253963475;Vilar Formoso Border;22/02/2021
Tory Blondel;Portugal;Male;85;518637075;Joao Paulo II Airport;24/04/2021
Marianna Feavyour;Brazil;Male;61;535830124;Valenca Border;04/12/2020
Jessalin Medford;China;Male;37;965035955;Braganca Airport;29/01/2021
Sherilyn Speerman;China;Female;45;418898227;Humberto Delgado Airport;15/03/2020
Cristy Joselevitz;Indonesia;Female;42;202201417;Valenca Border;28/04/2021
Pablo Bockman;Vietnam;Female;54;759198965;Braganca Airport;10/09/2020
Wren Lapthorn;Egypt;Male;49;249250509;Humberto Delgado Airport;11/03/2021
Margarete Learie;South Africa;Male;26;909972625;Valenca Border;02/05/2021
Leanna Seleway;Brazil;Male;34;185525893;Joao Paulo II Airport;01/03/2021
Brigitta Berecloth;Philippines;Male;21;944243704;Braganca Airport;12/11/2020
Marcella Tures;China;Female;29;448930786;Faro Airport;04/10/2020
Baily Knoles;Indonesia;Male;61;798224708;Vilar Formoso Border;20/05/2020
Reine Huddles;Japan;Female;72;774654906;Cristiano Ronaldo Airport;12/03/2021
Gail Brewitt;China;Male;21;704847916;Cristiano Ronaldo Airport;24/01/2021
Jefferey Doyley;Nigeria;Male;55;704861640;Cristiano Ronaldo Airport;03/10/2020
Dolf Cusworth;China;Female;73;234733842;Humberto Delgado Airport;12/05/2021
Allis Tipperton;Chad;Male;41;945812946;Castro Marim Border;25/01/2020
Shayne Brettell;Brazil;Male;33;415316553;Joao Paulo II Airport;02/05/2021
Malissia Attoe;China;Female;59;144786582;Joao Paulo II Airport;13/07/2020
Adela Egarr;Burundi;Female;54;704074067;Cristiano Ronaldo Airport;22/10/2020
Rosette Hugnet;Argentina;Male;43;619848425;Sa Carneiro Airport;28/07/2020
Andreas Bogey;Indonesia;Male;52;531521648;Joao Paulo II Airport;14/03/2020
Udale Roscow;Latvia;Female;73;903658918;Valenca Border;27/10/2020
Kate Sherr;United States;Male;74;624284718;Sa Carneiro Airport;07/12/2020
Dredi Connors;China;Male;64;593500715;Sa Carneiro Airport;29/04/2021
Beauregard Sheerman;Sweden;Male;49;514267258;Castro Marim Border;12/03/2020
Vanny Pygott;Chad;Male;47;866465808;Braganca Airport;26/05/2020
Antonie Willas;Russia;Male;36;592545268;Vilar Formoso Border;30/03/2021
Atlante Harnes;Vietnam;Female;79;415780159;Cristiano Ronaldo Airport;24/03/2020
Simona Conerding;China;Female;83;331338349;Joao Paulo II Airport;15/08/2020
Dina Braunthal;Poland;Male;47;781860485;Beja Airport;03/12/2020
Darbie Cowlard;China;Female;73;600146389;Joao Paulo II Airport;25/05/2020
Hiram Kording;Portugal;Male;28;231501711;Sa Carneiro Airport;02/10/2020
Tomkin Philpots;China;Male;46;504641027;Braganca Airport;22/05/2021
Aldwin Ray;China;Female;68;993212191;Valenca Border;07/03/2021
Ritchie Furney;Sweden;Male;82;368978045;Valenca Border;12/01/2020
Pasquale Dudeney;Bosnia and Herzegovina;Female;29;771738839;Castro Marim Border;12/01/2021
Andie Marusic;Bolivia;Male;36;129709865;Joao Paulo II Airport;04/04/2021
Corliss Weond;Colombia;Female;28;441661396;Humberto Delgado Airport;22/03/2020
Jeramey Flobert;Sweden;Female;68;941855439;Vilar Formoso Border;19/10/2020
Eleanora Dressel;Guatemala;Male;38;303229888;Elvas Border;22/08/2020
Ozzie Iban;Kazakhstan;Male;81;463417630;Sa Carneiro Airport;31/03/2021
Maximo Teasell;China;Female;53;527741086;Joao Paulo II Airport;04/09/2020
Nelle Stenson;Indonesia;Female;77;683373115;Sa Carneiro Airport;15/04/2021
Eddi Bolesma;United Kingdom;Male;84;376930372;Joao Paulo II Airport;24/03/2020
Mateo Pancast;Uganda;Female;49;385566951;Faro Airport;07/01/2020
Elnar Mohan;Serbia;Male;76;535605611;Valenca Border;24/07/2020
Sheryl Grinnell;Czech Republic;Female;57;196221486;Elvas Border;27/12/2020
Chevy Hamal;China;Female;23;762188174;Elvas Border;14/11/2020
Eldredge Tute;Russia;Female;54;767929021;Joao Paulo II Airport;18/05/2021
Larine Oneal;Peru;Female;30;507253556;Elvas Border;05/07/2020
Terence Billham;China;Female;35;576348286;Castro Marim Border;15/06/2020
Eleonore Sicily;Philippines;Male;43;165842231;Humberto Delgado Airport;10/08/2020
Trip Ferrino;Ireland;Female;25;897866348;Braganca Airport;11/01/2020
Matias Dinwoodie;Thailand;Male;21;499506018;Vilar Formoso Border;15/07/2020
Legra Giraudo;New Zealand;Female;34;732621212;Elvas Border;26/12/2020
Brynne Dyte;Brazil;Male;30;458826543;Vilar Formoso Border;14/08/2020
Kati Bernhart;Thailand;Female;75;384221255;Braganca Airport;12/09/2020
Richy Glennon;South Africa;Male;39;359026923;Elvas Border;07/08/2020
Courtnay Benger;Thailand;Male;69;454427631;Valenca Border;24/11/2020
Melisandra Yerborn;Vietnam;Female;59;917603242;Vilar Formoso Border;24/09/2020
Christiane Paszek;Japan;Female;54;112974827;Sa Carneiro Airport;18/07/2020
Waylon O'Leahy;Thailand;Male;54;777563602;Cristiano Ronaldo Airport;13/05/2020
Orelie Wrinch;Argentina;Female;67;850949250;Elvas Border;25/01/2021
Lorne Eilhart;Czech Republic;Male;66;482145634;Sa Carneiro Airport;05/06/2020
Yard Squier;Brazil;Female;37;246094545;Sa Carneiro Airport;12/04/2021
Sydelle Plimmer;Thailand;Male;44;251579459;Braganca Airport;10/02/2020
Mylo Crosbie;Belarus;Female;74;860522594;Faro Airport;27/06/2020
Marlowe Klementz;China;Female;48;332883483;Braganca Airport;12/07/2020
Grier Axtens;Poland;Female;72;140759643;Humberto Delgado Airport;13/04/2020
Cal Avann;Philippines;Female;78;280300948;Castro Marim Border;06/01/2020
Phoebe Digwood;Philippines;Female;74;379302223;Castro Marim Border;12/05/2021
Tedmund Callinan;Indonesia;Female;50;524723362;Valenca Border;25/01/2021
Hannis Balfe;Philippines;Male;23;644002103;Humberto Delgado Airport;05/11/2020
Gilda Kewley;Philippines;Female;30;663453967;Humberto Delgado Airport;10/01/2021
Nicol Holston;China;Male;50;829212999;Vilar Formoso Border;28/01/2020
Rhody Mellanby;Russia;Female;49;636761352;Castro Marim Border;19/05/2021
Giulia Lowndesbrough;Indonesia;Female;60;698379031;Vilar Formoso Border;13/02/2021
Melloney Tempest;Indonesia;Female;74;211419270;Faro Airport;07/11/2020
Glynda Eby;Philippines;Female;18;751235075;Sa Carneiro Airport;25/11/2020
Tanhya Kernaghan;China;Female;69;200206377;Joao Paulo II Airport;05/05/2021
Mallory Tennewell;China;Female;59;396536541;Vilar Formoso Border;17/02/2020
Trent Stadden;Argentina;Female;71;981464005;Sa Carneiro Airport;10/09/2020
Yankee Buddles;Nicaragua;Female;44;990574912;Sa Carneiro Airport;16/04/2020
Leontine Jenner;Indonesia;Female;31;646096586;Sa Carneiro Airport;29/02/2020
Isaiah Itzhaki;Philippines;Female;81;769203097;Humberto Delgado Airport;02/07/2020
Marianna Tale;Panama;Male;56;951755732;Beja Airport;10/09/2020
Beulah Annis;China;Male;53;673938641;Humberto Delgado Airport;02/05/2020
Noell Bolte;France;Male;67;823436898;Braganca Airport;22/01/2020
Martina Pessolt;Indonesia;Female;66;597153847;Vilar Formoso Border;29/03/2021
Genvieve Brideoke;Russia;Female;79;938521614;Castro Marim Border;22/04/2020
Aldwin Eynaud;Lithuania;Male;28;309666498;Cristiano Ronaldo Airport;22/08/2020
Hannie Losel;France;Male;29;883065016;Humberto Delgado Airport;29/02/2020
Avivah Kristoffersen;China;Male;23;841719161;Vilar Formoso Border;20/01/2021
Mignonne Tyght;Indonesia;Male;24;368111103;Sa Carneiro Airport;25/04/2020
Pyotr Velez;Indonesia;Male;59;738664778;Faro Airport;24/02/2021
Malissa Balmadier;Ireland;Male;38;359959593;Humberto Delgado Airport;24/03/2020
Maureen Arkin;Czech Republic;Male;27;390899174;Castro Marim Border;01/04/2020
Wilone Dransfield;Gambia;Male;66;142758077;Castro Marim Border;28/11/2020
Carr Perrycost;China;Female;56;952781554;Elvas Border;12/01/2021
Cortie Yitzowitz;Portugal;Female;28;840471948;Cristiano Ronaldo Airport;08/03/2021
Kimmie Jordeson;China;Female;38;625625032;Joao Paulo II Airport;23/12/2020
Marcellina Alderton;China;Female;28;892609450;Castro Marim Border;20/10/2020
Sophia Swatland;South Korea;Female;35;428181954;Cristiano Ronaldo Airport;20/01/2020
Beaufort Baldacchi;China;Male;57;400586342;Elvas Border;05/11/2020
Gwyn Anderton;Russia;Female;64;616092426;Sa Carneiro Airport;16/04/2020
Bard Crownshaw;Indonesia;Female;45;776173992;Beja Airport;31/03/2021
Alicia Hulland;Czech Republic;Male;69;160964429;Sa Carneiro Airport;26/04/2020
Juanita Thorby;Portugal;Female;44;478314697;Elvas Border;22/07/2020
Bran Huitson;Japan;Female;67;855964822;Cristiano Ronaldo Airport;20/10/2020
Jeni Athridge;Ukraine;Female;25;382731720;Cristiano Ronaldo Airport;26/06/2020
Giovanna Gorghetto;Cyprus;Female;58;895390343;Faro Airport;02/01/2021
Fletcher Becket;Russia;Male;56;184209240;Castro Marim Border;31/12/2020
Fidelio Edsall;China;Female;75;530686546;Sa Carneiro Airport;21/06/2020
Teodoor McGougan;Greece;Female;78;455880280;Castro Marim Border;03/01/2020
Carlen Britch;Bulgaria;Female;54;278847839;Sa Carneiro Airport;19/05/2020
Frasquito Quillinane;Portugal;Male;83;148050105;Beja Airport;26/11/2020
Norton Tottie;Laos;Male;42;535591018;Sa Carneiro Airport;22/12/2020
Lonna Cerie;Japan;Female;44;174801148;Beja Airport;28/02/2021
Paul Bumphrey;Poland;Male;46;491310967;Sa Carneiro Airport;08/01/2021
Stefa Garthshore;France;Female;24;415671319;Elvas Border;19/04/2021
Rhonda Capineer;China;Male;53;192428073;Elvas Border;04/03/2021
Enrika Siccombe;Poland;Female;55;330588840;Vilar Formoso Border;01/09/2020
Odelle Bree;Indonesia;Male;28;453247935;Braganca Airport;07/10/2020
Evin Fazan;Pakistan;Male;47;307168106;Valenca Border;08/01/2021
Alexei Sumers;Sweden;Female;47;317357339;Castro Marim Border;16/09/2020
Humfrey Brokenshaw;Vietnam;Male;25;193462354;Sa Carneiro Airport;18/08/2020
Mara Feather;China;Female;22;304746497;Humberto Delgado Airport;18/07/2020
Essie Cowdry;Philippines;Male;40;554490777;Joao Paulo II Airport;05/04/2021
Diena Croux;Canada;Male;42;182753487;Braganca Airport;19/03/2021
Nev Edler;Indonesia;Female;79;356234680;Faro Airport;26/10/2020
Jacinta Sandes;Syria;Male;35;656916808;Elvas Border;14/02/2021
Faina McGenis;China;Male;36;199742938;Humberto Delgado Airport;21/05/2021
Siana Lillow;Morocco;Female;50;612508808;Joao Paulo II Airport;17/02/2021
Bryon Kliemann;Uganda;Male;71;311346258;Castro Marim Border;08/04/2021
Chadwick Hasselby;Indonesia;Female;27;309905987;Joao Paulo II Airport;08/03/2020
Natalina Petera;Colombia;Male;65;532545608;Humberto Delgado Airport;08/05/2021
Sheilakathryn Inker;Ukraine;Male;18;403028952;Sa Carneiro Airport;06/05/2020
Wald Gonthard;Indonesia;Male;30;369015870;Vilar Formoso Border;24/05/2020
Masha Rubertelli;Gambia;Female;44;857960453;Humberto Delgado Airport;21/09/2020
Betty Harbour;Portugal;Male;37;409558758;Vilar Formoso Border;10/05/2020
Buffy Conduit;Azerbaijan;Female;72;178122739;Braganca Airport;16/07/2020
Dalston Syalvester;Kazakhstan;Female;56;958550470;Valenca Border;30/11/2020
Lara Dawkins;Honduras;Male;25;555213445;Elvas Border;18/02/2020
Chantalle Prowse;Philippines;Male;79;950792452;Castro Marim Border;29/09/2020
Cecile Rawles;China;Female;82;786719538;Elvas Border;03/06/2020
Laurianne Billson;Morocco;Female;67;189499311;Braganca Airport;15/08/2020
Lewie Andreu;China;Male;77;371896558;Sa Carneiro Airport;05/04/2021
Cheslie Jallin;France;Male;27;883379820;Castro Marim Border;14/04/2020
Joletta Glenny;Indonesia;Male;80;950703310;Sa Carneiro Airport;28/02/2020
Rees Pennycord;Thailand;Male;33;216280208;Elvas Border;25/04/2021
Consuela Buffham;China;Female;77;898841754;Castro Marim Border;26/01/2021
Melody Ludy;Mauritius;Male;41;446719872;Braganca Airport;21/11/2020
Siward Redsull;China;Female;81;429738108;Faro Airport;28/02/2020
Chilton Waymont;Indonesia;Female;25;597836885;Joao Paulo II Airport;15/09/2020
Ardene Trineman;Swaziland;Female;54;749529371;Cristiano Ronaldo Airport;14/02/2020
Stephine Shobbrook;China;Female;46;655415643;Joao Paulo II Airport;21/09/2020
Rouvin Leroux;China;Female;77;706993653;Vilar Formoso Border;25/01/2020
Briggs Lesper;Poland;Female;76;434463261;Cristiano Ronaldo Airport;12/09/2020
Kelly Bryan;Russia;Male;40;986394188;Faro Airport;02/02/2020
Carlotta Astbury;Vietnam;Female;52;203187051;Castro Marim Border;28/04/2021
Randy Swire;Indonesia;Male;66;623439324;Valenca Border;23/08/2020
Devora Bauldry;Japan;Male;37;375749770;Cristiano Ronaldo Airport;10/05/2020
Prentice Greig;China;Male;49;152865264;Castro Marim Border;11/05/2020
Isidore Windrass;Argentina;Female;29;773916487;Castro Marim Border;21/11/2020
Alvina Wilprecht;Canada;Female;27;778034644;Sa Carneiro Airport;07/05/2021
Hew Lowdyane;Indonesia;Female;59;600673981;Braganca Airport;13/02/2021
Devina Millichap;Czech Republic;Male;19;671861314;Braganca Airport;16/01/2021
Romonda Silverton;Honduras;Female;83;344507236;Braganca Airport;19/04/2020
Anne-corinne Danilewicz;Philippines;Male;71;993414169;Elvas Border;30/03/2020
Fairfax Zapatero;China;Female;34;478875214;Valenca Border;21/03/2020
Arte Musgrave;Ivory Coast;Male;38;170080313;Valenca Border;29/04/2020
Auria Tomkiss;Indonesia;Male;51;784601063;Sa Carneiro Airport;29/08/2020
Dimitri Rodder;Philippines;Female;78;301029002;Cristiano Ronaldo Airport;28/12/2020
Wenona Labarre;China;Female;75;865341859;Valenca Border;26/06/2020
Dianemarie Girardi;Czech Republic;Female;23;251150474;Joao Paulo II Airport;04/12/2020
Truda Atcheson;Indonesia;Female;65;587251478;Beja Airport;05/04/2021
Moira Newarte;Yemen;Female;28;967787903;Valenca Border;07/03/2020
Lauren Normabell;China;Male;56;115708316;Braganca Airport;31/12/2020
Harlin Nockles;Indonesia;Female;49;128769462;Joao Paulo II Airport;27/11/2020
Jacquenetta Fern;United States;Female;63;259928787;Cristiano Ronaldo Airport;08/12/2020
Dieter Lapsley;Finland;Female;44;337851819;Cristiano Ronaldo Airport;17/10/2020
Tucky Vasilechko;Sweden;Female;44;109322702;Sa Carneiro Airport;12/01/2020
Mandel Roseby;Indonesia;Female;50;711282077;Castro Marim Border;03/12/2020
Wylma Durtnal;China;Male;48;748879188;Humberto Delgado Airport;15/01/2020
Phil Hollindale;Portugal;Female;77;310304700;Valenca Border;07/04/2020
Frasquito Reyner;China;Female;69;959817306;Humberto Delgado Airport;11/03/2021
Kendall Milley;Russia;Female;42;764691719;Elvas Border;22/06/2020
Judith Castle;Indonesia;Female;34;993521932;Vilar Formoso Border;11/05/2020
Antonia Tregea;Finland;Female;47;969497846;Humberto Delgado Airport;23/05/2021
Kirbee Kewley;Indonesia;Male;67;573060021;Cristiano Ronaldo Airport;04/10/2020
Deborah Conlaund;Egypt;Male;26;727031820;Faro Airport;24/07/2020
Dane Matteacci;Brazil;Female;85;666187397;Beja Airport;10/09/2020
Babbie Havers;Indonesia;Female;77;567173558;Elvas Border;25/08/2020
Malcolm Lescop;China;Male;66;805843382;Cristiano Ronaldo Airport;08/02/2020
Rosene Benza;Indonesia;Male;56;921557002;Joao Paulo II Airport;01/03/2021
Nanine Gaither;Malaysia;Male;70;793783107;Braganca Airport;09/06/2020
Arabella McCartan;Indonesia;Female;75;302154676;Sa Carneiro Airport;24/01/2021
Nerissa Copnall;Sweden;Female;56;558599198;Joao Paulo II Airport;10/01/2021
Pierette Gillatt;Armenia;Male;80;640262794;Cristiano Ronaldo Airport;29/06/2020
Noland Trowle;Russia;Male;82;716374327;Joao Paulo II Airport;26/05/2021
Shep Lindenbaum;Bolivia;Female;38;943336967;Braganca Airport;04/02/2021
Johna Pinks;Belarus;Female;32;802644846;Beja Airport;16/05/2021
Carr Ferrarotti;Iran;Female;43;530585645;Elvas Border;10/03/2020
Walt Harlow;Mexico;Female;25;386948499;Sa Carneiro Airport;09/05/2020
Lewes Rewbottom;China;Female;31;220943561;Valenca Border;11/01/2020
Davie Cow;France;Male;83;633612315;Elvas Border;27/05/2020
Margit Cattell;Indonesia;Female;24;895210037;Cristiano Ronaldo Airport;16/02/2021
Northrup Beddard;Poland;Male;53;637265964;Cristiano Ronaldo Airport;02/03/2021
Carney Thain;China;Female;71;581459933;Castro Marim Border;28/12/2020
Raine O' Ronan;Thailand;Female;64;516804965;Beja Airport;28/08/2020
Derby Capozzi;Ukraine;Female;66;602449527;Humberto Delgado Airport;12/02/2021
Hyman Anchor;Philippines;Female;25;996760858;Joao Paulo II Airport;02/04/2020
Carmine Olek;Poland;Male;56;987504045;Braganca Airport;09/01/2020
Vaughan Chaimson;Indonesia;Male;58;592022243;Cristiano Ronaldo Airport;09/03/2021
Bink Sproson;United States;Male;43;608068523;Castro Marim Border;24/05/2020
Ursulina Lundbeck;China;Male;23;498352743;Vilar Formoso Border;01/12/2020
Ken Danks;Indonesia;Male;59;141805119;Cristiano Ronaldo Airport;04/11/2020
Alfonso Werrett;Philippines;Female;23;380522184;Valenca Border;06/04/2021
Lotty Powlesland;China;Male;69;202242828;Beja Airport;25/01/2020
Hewie Ollivier;China;Female;83;963718240;Humberto Delgado Airport;31/10/2020
Salvador Sutworth;Sweden;Male;31;644392090;Elvas Border;29/05/2020
Brandise Seyers;Sri Lanka;Male;54;279695476;Valenca Border;23/11/2020
Gradeigh Keohane;Sweden;Female;39;339710579;Valenca Border;04/11/2020
Dacy Broader;Mexico;Male;30;700623884;Elvas Border;26/10/2020
Bryana Morrad;Russia;Male;25;760963623;Joao Paulo II Airport;05/02/2021
Kial Ticksall;Greece;Male;75;999972617;Valenca Border;02/10/2020
Gerik Girardeau;Argentina;Male;32;918691813;Braganca Airport;10/06/2020
Matt O'Suaird;Tajikistan;Female;38;234992456;Faro Airport;26/08/2020
Sunny Mallen;Indonesia;Female;49;846609658;Joao Paulo II Airport;21/01/2020
Levon Birchill;China;Male;67;948639962;Beja Airport;20/05/2020
Ricky Mityushkin;China;Female;79;712945908;Braganca Airport;10/08/2020
Pamelina Orgill;Indonesia;Female;57;638190324;Sa Carneiro Airport;28/05/2020
Juieta de Zamora;Pakistan;Female;20;383796119;Cristiano Ronaldo Airport;24/06/2020
Margarethe Mac Giolla Pheadair;China;Male;20;727217681;Elvas Border;22/02/2020
Sharia Longley;Montenegro;Female;79;937556691;Cristiano Ronaldo Airport;06/06/2020
Gary Denslow;Philippines;Male;78;498889306;Faro Airport;03/01/2021
Cristabel Halloran;Brazil;Male;25;276224706;Joao Paulo II Airport;10/03/2020
Chelsie Urling;France;Female;30;539461413;Faro Airport;19/06/2020
Nanon Piddle;Indonesia;Male;53;889994956;Vilar Formoso Border;10/11/2020
Bunni Tottman;Vietnam;Male;73;380877593;Elvas Border;16/03/2020
Elsie Billam;Czech Republic;Male;83;456692246;Braganca Airport;21/04/2020
Eustacia Hammerton;Russia;Female;28;342126904;Cristiano Ronaldo Airport;27/10/2020
Ardath Riden;China;Female;28;689283388;Elvas Border;10/09/2020
Isidro Shinton;El Salvador;Male;25;182355172;Joao Paulo II Airport;06/12/2020
Alan Shegog;Kazakhstan;Male;23;579642580;Vilar Formoso Border;09/07/2020
Jaimie Goodbody;Thailand;Female;77;937789882;Valenca Border;06/03/2021
Mickey Brightwell;Colombia;Male;18;443474118;Castro Marim Border;27/12/2020
Wadsworth Stolting;China;Female;77;807665865;Cristiano Ronaldo Airport;30/07/2020
Stephine Duffield;Brazil;Female;36;989554647;Cristiano Ronaldo Airport;16/02/2020
Neal Bartholomew;Russia;Male;21;895920253;Valenca Border;22/04/2021
Joly Took;Thailand;Female;77;930701453;Faro Airport;17/05/2021
Mead Casaccia;China;Male;56;475624220;Cristiano Ronaldo Airport;20/12/2020
Miles Paroni;Philippines;Female;85;716797553;Valenca Border;20/03/2021
Hildagarde Jodlowski;Portugal;Male;22;685184227;Braganca Airport;25/07/2020
Rickie Wayland;Yemen;Female;59;623275670;Elvas Border;16/02/2021
Ulric Giorgeschi;Uganda;Male;65;667559991;Humberto Delgado Airport;11/12/2020
Ramsay Dyneley;France;Female;69;813469776;Elvas Border;31/03/2020
Huntley Frowen;Senegal;Male;46;451595749;Elvas Border;16/07/2020
Gnni Tredinnick;Finland;Female;78;480453900;Faro Airport;11/10/2020
Engelbert Gatus;Indonesia;Male;28;263522418;Humberto Delgado Airport;03/12/2020
Alejandra Kettel;China;Male;20;580754035;Elvas Border;10/07/2020
Adi Kayzer;Bangladesh;Female;25;776511462;Elvas Border;05/08/2020
Val Miroy;Ukraine;Female;49;403436394;Castro Marim Border;03/05/2021
Julius Margery;Thailand;Female;58;470310159;Braganca Airport;20/09/2020
Ezra Walework;Netherlands;Male;66;352300221;Humberto Delgado Airport;22/09/2020
Raoul Massard;China;Female;56;505004829;Vilar Formoso Border;06/03/2020
Perrine Bushill;Sierra Leone;Male;72;463161636;Sa Carneiro Airport;04/04/2021
Florian Rowntree;Sweden;Female;44;354484667;Cristiano Ronaldo Airport;07/03/2021
Aggie Fenkel;Iran;Female;46;663126392;Valenca Border;17/11/2020
Kelley Gribbin;France;Female;30;213472840;Braganca Airport;29/03/2020
Samantha Hawgood;Bolivia;Male;21;740138332;Faro Airport;29/04/2021
Colin Dymick;Colombia;Male;39;997572556;Joao Paulo II Airport;10/03/2021
Lowe Brunicke;Macao;Female;79;176814876;Beja Airport;01/03/2021
Irena Cathesyed;Portugal;Female;51;654775858;Joao Paulo II Airport;06/08/2020
Alexander Hakes;Indonesia;Male;50;161207843;Sa Carneiro Airport;20/03/2021
Arel McGrudder;Indonesia;Male;37;763107548;Elvas Border;06/02/2021
Reyna Giovannini;Thailand;Female;23;635512440;Braganca Airport;08/07/2020
Northrup Cheyenne;Palestinian Territory;Male;63;948938683;Castro Marim Border;08/02/2020
Vivianne Tite;Indonesia;Female;37;976920826;Elvas Border;27/04/2021
Krishna Carefull;China;Female;65;613699053;Valenca Border;20/07/2020
Kinny Leggate;Uruguay;Female;77;242820050;Cristiano Ronaldo Airport;20/09/2020
Glen Whittet;China;Female;65;455521285;Humberto Delgado Airport;22/09/2020
Yevette Brignall;Guatemala;Male;39;785435234;Faro Airport;18/09/2020
Ninetta Baglin;Indonesia;Male;70;585273889;Castro Marim Border;13/01/2021
Edita Joslyn;Indonesia;Female;75;233803742;Humberto Delgado Airport;24/10/2020
Palmer Peirone;Indonesia;Female;81;948265577;Joao Paulo II Airport;12/02/2020
Marietta Ullett;Pakistan;Male;55;549847427;Braganca Airport;21/06/2020
Lin Kloisner;Brazil;Male;32;186440913;Joao Paulo II Airport;26/12/2020
Gregoire Wardrop;Ukraine;Female;64;180872379;Beja Airport;01/05/2021
Ranice Heald;Poland;Male;78;306974837;Humberto Delgado Airport;08/09/2020
Kyle Denver;Germany;Female;20;182668470;Joao Paulo II Airport;03/11/2020
Kailey Yashnov;China;Female;26;766611351;Joao Paulo II Airport;24/04/2021
Karen Clell;France;Male;19;612436785;Joao Paulo II Airport;17/08/2020
Hurleigh Bandiera;Indonesia;Female;46;999039497;Beja Airport;08/02/2020
Phoebe Bwy;Indonesia;Male;18;182716422;Braganca Airport;25/06/2020
Rollins De Angelo;China;Female;66;265743214;Castro Marim Border;26/07/2020
